Client,Year,Column_Name,Data_Type,Sample_Value,Unique_Values_Count,Null_Percentage
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- HIKING,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- CYCLING,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- RUNNING,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- FOOTBALL,float64,1.0,10,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- MEN’ S CAVE,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- LADIES CLUB,float64,1.0,9,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- BOOK CLUB,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- DIET/NUTRITION PROGRAMS,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- STAIRCASE/STEP CHALLENGE,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- MEDITATION/YOGA/MUSIC,float64,1.0,11,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- QUIZ DAYS,float64,1.0,10,0.0
MPESA Foundation,2023,Ranking wellness activities preference and participation(1 least 10 highest)- Other (please specify),float64,0.0,1,0.0
MPESA Foundation,2023,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,79.1
MPESA Foundation,2023,Champion/Committee inerested joining - ZUMBA,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - SWIMMING,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - HIKING,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - CYCLING,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - RUNNING,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - FOOTBALL,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - MEN'S CAVE,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - LADIES CLUB,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - BOOK CLUB,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - DIET/NUTRITION PROGRAMS,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - STAIRCASE/STEP CHALLENGE,int64,1,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - MEDITATION/YOGA/MUSIC,int64,0,2,0.0
MPESA Foundation,2023,Champion/Committee inerested joining - QUIZ DAYS,int64,0,2,0.0
MPESA Foundation,2023,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,76.1
MPESA Foundation,2023,Mental wellness issues requested to adress - Work/job-related stressors,int64,1,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Building Healthy families,int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Emotional Wellbeing,int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Financial Wellbeing,int64,1,2,0.0
MPESA Foundation,2023,"Mental wellness issues requested to adress - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Substance and Drug Dependence,int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Healthy Relationships,int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Unresolved Childhood Difficulties,int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Anxiety and Depression,int64,0,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Work-life balance,int64,1,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Lifestyle diseases management,int64,1,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Effective Parenting skills (Managing children and teenagers),int64,1,2,0.0
MPESA Foundation,2023,Mental wellness issues requested to adress - Other (please specify),object,All of the above,1,98.5
MPESA Foundation,2023,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,65.7
MPESA Foundation,2023,Training programs interested joining - Mental Health Peer counsellor,int64,1,2,0.0
MPESA Foundation,2023,Training programs interested joining - Baby minder trainings (training for your nannies),int64,1,2,0.0
MPESA Foundation,2023,Training programs interested joining - Youth/Peer mentorship program (Training for your adolescent son/daughter),int64,1,2,0.0
MPESA Foundation,2023,Training programs interested joining - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),int64,1,2,0.0
MPESA Foundation,2023,Training programs interested joining - Other (please specify),object,I love this,1,98.5
